ID,Date,Attack,Target Class,Attack Class,Country,Initial Access
3748,02/04/2019,Malware,"O Public administration and defence, compulsory social security",CC,US,N/A
3749,02/04/2019,Malware,Y Multiple Industries,CC,>1,N/A
3750,02/04/2019,Account Hijacking,X Individual,CC,>1,N/A
3751,02/04/2019,Malware,X Individual,CC,>1,N/A
3752,02/04/2019,Malware,X Individual,CC,US,N/A
3753,03/04/2019,Malware,X Individual,CC,>1,N/A
3754,03/04/2019,Spam,X Individual,CC,>1,N/A
3755,03/04/2019,Malware,X Individual,CC,>1,N/A
3756,03/04/2019,Malware,Y Multiple Industries,CC,>1,N/A
3757,03/04/2019,Account Hijacking,"O Public administration and defence, compulsory social security",CC,US,N/A
3758,04/04/2019,Targeted Attack,M Professional scientific and technical activities,CE,DE,N/A
3759,04/04/2019,Account Hijacking,Y Multiple Industries,CC,>1,N/A
3760,04/04/2019,Spam,X Individual,CC,>1,N/A
3761,04/04/2019,Malware,K Financial and insurance activities,CC,BR,N/A
3762,04/04/2019,Malware,P Education,CC,US,N/A
3763,04/04/2019,Unknown,"O Public administration and defence, compulsory social security",CC,PH,N/A
3764,05/04/2019,Malware,C Manufacturing,CC,N/A,N/A
3765,05/04/2019,Cybercrime Facebook Group,X Individual,CC,>1,N/A
3766,05/04/2019,Malicious Javascript Injection,C Manufacturing,CC,US,N/A
3767,05/04/2019,DNS Hijacking,X Individual,CC,>1,N/A
3768,05/04/2019,Malware,X Individual,CC,>1,N/A
3769,05/04/2019,Unknown,G Wholesale and retail trade,CC,US,N/A
3770,05/04/2019,Unknown,Q Human health and social work activities,CC,US,N/A
3771,05/04/2019,Unknown,Q Human health and social work activities,CC,US,N/A
3772,05/04/2019,Account Hijacking,Q Human health and social work activities,CC,US,N/A
3773,06/04/2019,Malware,C Manufacturing,CC,JP,N/A
3774,06/04/2019,Account Hijacking,V Fintech,CC,SG,N/A
3775,06/04/2019,DDoS,"O Public administration and defence, compulsory social security",CW,FI,N/A
3776,06/04/2019,Unknown,Q Human health and social work activities,CC,US,N/A
3777,07/04/2019,Account Hijacking,Q Human health and social work activities,CC,US,N/A
3778,08/04/2019,Vulnerable IoT devices,Y Multiple Industries,CC,>1,N/A
3779,08/04/2019,Malware,K Financial and insurance activities,CC,>1,N/A
3780,08/04/2019,Malware,X Individual,CE,IT,N/A
3781,08/04/2019,Account Hijacking,Q Human health and social work activities,CC,US,N/A
3782,08/04/2019,Malware,X Individual,CC,US,N/A
3783,08/04/2019,Account Hijacking,Q Human health and social work activities,CC,US,N/A
3784,08/04/2019,Defacement,D Electricity gas steam and air conditioning supply,CC,BD,N/A
3785,09/04/2019,Malware,X Individual,CC,>1,N/A
3786,09/04/2019,Account Hijacking,"O Public administration and defence, compulsory social security",CC,US,N/A
3787,09/04/2019,Unknown,X Individual,CC,>1,N/A
3788,09/04/2019,Brute-force,P Education,CC,UK,N/A
3789,09/04/2019,Bashavtotrans,H Transportation and storage,CC,RU,N/A
3790,09/04/2019,Malware,K Financial and insurance activities,CC,AU,N/A
3791,10/04/2019,Targeted Attack,Y Multiple Industries,CE,>1,N/A
3792,10/04/2019,Targeted Attack,D Electricity gas steam and air conditioning supply,CW,N/A,N/A
3793,10/04/2019,Targeted Attack,Z Unknown,CE,N/A,N/A
3794,10/04/2019,Vulnerable Wordpress plugin (Yuzo Related Posts),Y Multiple Industries,CC,>1,N/A
3795,10/04/2019,Targeted Attack,Y Multiple Industries,CE,>1,N/A
3796,10/04/2019,Targeted Attack,"O Public administration and defence, compulsory social security",CE,N/A,N/A
3797,10/04/2019,Spam,X Individual,CC,>1,N/A
3798,10/04/2019,Fake News via Email,"O Public administration and defence, compulsory social security",CW,LT,N/A
3799,10/04/2019,"Jenkins Vulnerabilities (CVE-2019-1003000, CVE-2019-1003001, CVE-2019-1003002)",J Information and communication,CC,N/A,N/A
3800,10/04/2019,Malware,K Financial and insurance activities,CC,CL,N/A
3801,10/04/2019,Account Hijacking,Q Human health and social work activities,CC,US,N/A
3802,11/04/2019,Malware,"O Public administration and defence, compulsory social security",CC,US,N/A
3803,11/04/2019,Vulnerable Wordpress plugin (Yellow Pencil),Y Multiple Industries,CC,>1,N/A
3804,11/04/2019,Malicious Javascript Injection,J Information and communication,CC,RU,N/A
3805,11/04/2019,Malware,C Manufacturing,CC,JP,N/A
3806,11/04/2019,Malware,Q Human health and social work activities,CC,US,N/A
3807,12/04/2019,Unknown,"O Public administration and defence, compulsory social security",CC,US,N/A
3808,12/04/2019,Malware,Y Multiple Industries,CC,>1,N/A
3809,12/04/2019,Account Hijacking,Q Human health and social work activities,CC,US,N/A
3810,12/04/2019,Unknown,Q Human health and social work activities,CC,US,N/A
3811,12/04/2019,Account Hijacking,"O Public administration and defence, compulsory social security",CC,US,N/A
3812,12/04/2019,Unknown,H Transportation and storage,CC,JP,N/A
3813,12/04/2019,O-day Wordpress Vulnerability,M Professional scientific and technical activities,CC,US,N/A
3814,13/04/2019,Account Hijacking,Y Multiple Industries,CC,>1,N/A
3815,13/04/2019,Malware,"O Public administration and defence, compulsory social security",CC,US,N/A
3816,13/04/2019,Malware,"O Public administration and defence, compulsory social security",CC,US,N/A
3817,13/04/2019,Malware,"O Public administration and defence, compulsory social security",CC,US,N/A
3818,15/04/2019,Malware,"O Public administration and defence, compulsory social security",CC,CA,N/A
3819,15/04/2019,Unknown,S Other service activities,CC,US,N/A
3820,15/04/2019,Targeted Attack,Z Unknown,CE,N/A,N/A
3821,15/04/2019,Malware,Y Multiple Industries,CC,>1,N/A
3822,15/04/2019,DDoS,"O Public administration and defence, compulsory social security",H,EC,N/A
3823,15/04/2019,Unknown,Y Multiple Industries,CC,>1,N/A
3824,15/04/2019,Account Hijacking,M Professional scientific and technical activities,CC,IN,N/A
3825,16/04/2019,Malvertising,X Individual,CC,>1,N/A
3826,16/04/2019,Targeted Attack,"O Public administration and defence, compulsory social security",CE,UA,N/A
3827,16/04/2019,Malware,X Individual,CC,>1,N/A
3828,16/04/2019,Malware,Y Multiple Industries,CC,>1,N/A
3829,16/04/2019,Account Hijacking,V Fintech,CC,>1,N/A
3830,16/04/2019,Account Hijacking,X Individual,CC,>1,N/A
3831,16/04/2019,Malware,Q Human health and social work activities,CC,US,N/A
3832,17/04/2019,DNS Hijacking,"O Public administration and defence, compulsory social security",CE,>1,N/A
3833,17/04/2019,Malware,M Professional scientific and technical activities,CC,IL,N/A
3834,17/04/2019,Targeted Attack,Y Multiple Industries,CE,>1,N/A
3835,17/04/2019,Credential Stuffing,I Accommodation and food service activities,CC,US,N/A
3836,18/04/2019,Unknown,S Other service activities,CW,IR,N/A
3837,18/04/2019,Malware,J Information and communication,CC,US,N/A
3838,18/04/2019,Targeted Attack,Y Multiple Industries,CE,>1,N/A
3839,18/04/2019,Malware,X Individual,CC,>1,N/A
3840,18/04/2019,Malware,"O Public administration and defence, compulsory social security",CC,US,N/A
3841,18/04/2019,Targeted Attack,K Financial and insurance activities,CC,>1,N/A
3842,18/04/2019,Account Hijacking,S Other service activities,CC,>1,N/A
3843,19/04/2019,Malware,S Other service activities,CC,>1,N/A
3844,19/04/2019,Account Hijacking,Q Human health and social work activities,CC,US,N/A
3845,20/04/2019,Malicious Script Injection,R Arts entertainment and recreation,CC,US,N/A
3846,20/04/2019,Account Hijacking,Q Human health and social work activities,CC,US,N/A
3847,22/04/2019,Account Hijacking,G Wholesale and retail trade,CC,US,N/A
3848,22/04/2019,Vulnerability (CVE-2019-9978),Y Multiple Industries,CC,>1,N/A
3849,22/04/2019,Targeted Attack,"O Public administration and defence, compulsory social security",CE,>1,N/A
3850,22/04/2019,Malware,"O Public administration and defence, compulsory social security",CC,US,N/A
3851,23/04/2019,Malware,C Manufacturing,CC,CH,N/A
3852,23/04/2019,Malware,Y Multiple Industries,CC,>1,N/A
3853,23/04/2019,Targeted Attack,Y Multiple Industries,CE,>1,N/A
3854,23/04/2019,Targeted Attack,Y Multiple Industries,CE,UAE LB,N/A
3855,23/04/2019,Malware,J Information and communication,CC,US,N/A
3856,23/04/2019,Malware,X Individual,CC,>1,N/A
3857,23/04/2019,Protocol Weakness,V Fintech,CC,N/A,N/A
3858,23/04/2019,Unknown,C Manufacturing,CC,AU,N/A
3859,23/04/2019,Revive Adserver Vulnerability,M Professional scientific and technical activities,CC,>1,N/A
3860,24/04/2019,SQLi,"O Public administration and defence, compulsory social security",H,IT,N/A
3861,24/04/2019,Account Hijacking,X Individual,CC,FR,N/A
3862,24/04/2019,Account Hijacking,X Individual,CC,>1,N/A
3863,24/04/2019,Account Hijacking,K Financial and insurance activities,CC,>1,N/A
3864,24/04/2019,Targeted Attack,"O Public administration and defence, compulsory social security",CE,UA,N/A
3865,24/04/2019,Account Hijacking,P Education,CC,US,N/A
3866,24/04/2019,Malware,M Professional scientific and technical activities,CC,US,N/A
3867,24/04/2019,Account Hijacking,Q Human health and social work activities,CC,US,N/A
3868,25/04/2019,Targeted Attack,U Activities of extraterritorial organizations and bodies,CE,HK,N/A
3869,25/04/2019,Unknown,M Professional scientific and technical activities,CC,US,N/A
3870,25/04/2019,Malware,X Individual,CC,>1,N/A
3871,25/04/2019,Account Hijacking,K Financial and insurance activities,CC,US,N/A
3872,25/04/2019,Malware,K Financial and insurance activities,CC,>1,N/A
3873,25/04/2019,Account Hijacking,K Financial and insurance activities,CC,N/A,N/A
3874,25/04/2019,Platform Vulnerability,R Arts entertainment and recreation,CC,US,N/A
3875,25/04/2019,Malspam,X Individual,CC,>1,N/A
3876,25/04/2019,Vulnerable WordPress Plugins,Y Multiple Industries,CC,>1,N/A
3877,26/04/2019,Account Hijacking,P Education,CC,US,N/A
3878,26/04/2019,Malicious Script Injection,Y Multiple Industries,CC,>1,N/A
3879,26/04/2019,Malware,X Individual,CC,>1,N/A
3880,26/04/2019,Atlassian Confluence Vulnerability (CVE-2019-3396),Y Multiple Industries,CC,>1,N/A
3881,26/04/2019,Malware,R Arts entertainment and recreation,CC,US,N/A
3882,26/04/2019,Malware,P Education,CC,US,N/A
3883,27/04/2019,Malware,J Information and communication,CC,US,N/A
3884,28/04/2019,Malware,H Transportation and storage,CC,US,N/A
3885,29/04/2019,Account Hijacking,I Accommodation and food service activities,CC,CA,N/A
3886,29/04/2019,Account Hijacking,U Activities of extraterritorial organizations and bodies,CC,US,N/A
3887,29/04/2019,DDoS,V Fintech,CC,>1,N/A
3888,29/04/2019,Malicious Script Injection,G Wholesale and retail trade,CC,AU,N/A
3889,29/04/2019,Malware,Q Human health and social work activities,CC,US,N/A
3890,30/04/2019,Unknown,J Information and communication,CC,DE,N/A
3891,30/04/2019,Targeted Attack,Y Multiple Industries,CE,>1,N/A
3892,30/04/2019,DoS,D Electricity gas steam and air conditioning supply,CC,US,N/A
3893,30/04/2019,Malware,Y Multiple Industries,CC,>1,N/A
3894,30/04/2019,Malware,Y Multiple Industries,CC,>1,N/A
3895,30/04/2019,Malvertising,X Individual,CC,RU,N/A
3896,30/04/2019,DDoS,U Activities of extraterritorial organizations and bodies,CC,N/A,N/A
3897,30/04/2019,Account Hijacking,R Arts entertainment and recreation,CC,CA,N/A
3898,30/04/2019,Account Hijacking,X Individual,CC,>1,N/A
3899,30/04/2019,Unknown,M Professional scientific and technical activities,CC,US,N/A
3900,01/05/2019,Malware,D Electricity gas steam and air conditioning supply,CC,IN,N/A
3901,01/05/2019,Malicious Script Injection,Y Multiple Industries,CC,>1,N/A
3902,01/05/2019,Malware,P Education,CC,US,N/A
3903,01/05/2019,Unknown,P Education,CC,PH,N/A
3904,02/05/2019,Malware,M Professional scientific and technical activities,CC,AT,N/A
3905,02/05/2019,Account Hijacking,X Individual,CC,>1,N/A
3906,02/05/2019,Malware,X Individual,CC,>1,N/A
3907,02/05/2019,Malicious Script Injection,Y Multiple Industries,CC,>1,N/A
3908,02/05/2019,Account Hijacking,Y Multiple Industries,CC,>1,N/A
3909,02/05/2019,Malware,K Financial and insurance activities,CC,>1,N/A
3910,03/05/2019,Malicious Script Injection,P Education,CC,US CA,N/A
3911,03/05/2019,Malware,Y Multiple Industries,CC,>1,N/A
3912,03/05/2019,Unknown,"O Public administration and defence, compulsory social security",CW,IL,N/A
3913,03/05/2019,Brute-Force,S Other service activities,CC,N/A,N/A
3914,03/05/2019,Malware,Y Multiple Industries,CC,>1,N/A
3915,05/05/2019,Spam,X Individual,CC,>1,N/A
3916,05/05/2019,Account Hijacking,I Accommodation and food service activities,CC,UK,N/A
3917,06/05/2019,Malware,J Information and communication,CC,NL,N/A
3918,06/05/2019,SQLi,M Professional scientific and technical activities,H,IT,N/A
3919,06/05/2019,Unknown,S Other service activities,CC,US,N/A
3920,06/05/2019,Fake Social Network Groups/Pages,"O Public administration and defence, compulsory social security",CW,UA,N/A
3921,06/05/2019,Malware,Q Human health and social work activities,CC,US,N/A
3922,06/05/2019,Malware,P Education,CC,US,N/A
3923,07/05/2019,Malware,"O Public administration and defence, compulsory social security",CC,US,N/A
3924,07/05/2019,Account Hijacking,V Fintech,CC,>1,N/A
3925,07/05/2019,Targeted Attack,"O Public administration and defence, compulsory social security",CE,>1,N/A
3926,07/05/2019,Malware,X Individual,CC,>1,N/A
3927,07/05/2019,Vulnerability (CVE-2019-3396),Y Multiple Industries,CC,>1,N/A
3928,07/05/2019,Vulnerability (CVE-2018-1000861),Y Multiple Industries,CC,>1,N/A
3929,07/05/2019,PoS Malware,K Financial and insurance activities,CC,>1,N/A
3930,07/05/2019,Fake Social Network Groups/Pages,"O Public administration and defence, compulsory social security",CW,EU,N/A
3931,07/05/2019,Account Hijacking,K Financial and insurance activities,CC,US,N/A
3932,07/05/2019,Malware,"O Public administration and defence, compulsory social security",CC,US,N/A
3933,08/05/2019,Misconfigured MongoDB,"O Public administration and defence, compulsory social security",CC,IN,N/A
3934,08/05/2019,Account Hijacking,G Wholesale and retail trade,CC,US,N/A
3935,08/05/2019,Malicious Script Injection,Y Multiple Industries,CC,>1,N/A
3936,08/05/2019,Targeted Attack,K Financial and insurance activities,CC,>1,N/A
3937,09/05/2019,Targeted Attack,M Professional scientific and technical activities,CC,>1,N/A
3938,09/05/2019,Malware,X Individual,CC,>1,N/A
3939,09/05/2019,Targeted Attack,Y Multiple Industries,CE,>1,N/A
3940,09/05/2019,Unknown,S Other service activities,CW,IR,N/A
3941,09/05/2019,Unknown,J Information and communication,CC,US,N/A
3942,10/05/2019,Malware,X Individual,CC,>1,N/A
3943,10/05/2019,Account Hijacking,R Arts entertainment and recreation,CC,US,N/A
3944,10/05/2019,Malware,Q Human health and social work activities,CC,US,N/A
3945,10/05/2019,Account Hijacking,Q Human health and social work activities,CC,US,N/A
3946,10/05/2019,Unknown,Q Human health and social work activities,CC,US,N/A
3947,11/05/2019,Targeted Attack,Y Multiple Industries,CE,>1,N/A
3948,11/05/2019,Unknown,K Financial and insurance activities,CC,VI,N/A
3949,12/05/2019,Malicious Script Injection,M Professional scientific and technical activities,CC,US,N/A
3950,12/05/2019,Malicious Script Injection,M Professional scientific and technical activities,CC,US,N/A
3951,13/05/2019,Credential Stuffing,G Wholesale and retail trade,CC,JP,N/A
3952,13/05/2019,Targeted Attack,"O Public administration and defence, compulsory social security",CE,KR,N/A
3953,13/05/2019,Account Hijacking,Q Human health and social work activities,CC,US,N/A
3954,14/05/2019,Targeted Attack,Z Unknown,CE,N/A,N/A
3955,14/05/2019,Malicious Script Injection,M Professional scientific and technical activities,CC,US,N/A
3956,14/05/2019,ASUS Router Vulnerability,Y Multiple Industries,CE,TW,N/A
3957,14/05/2019,Unknown,"O Public administration and defence, compulsory social security",CW,US,N/A
3958,14/05/2019,Unknown,R Arts entertainment and recreation,CW,IL,N/A
3959,14/05/2019,Targeted Attack,Z Unknown,CC,N/A,N/A
3960,14/05/2019,Malware,P Education,CC,US,N/A
3961,14/05/2019,Account Hijacking,Q Human health and social work activities,CC,US,N/A
3962,15/05/2019,Malicious Script Injection,J Information and communication,CC,US,N/A
3963,15/05/2019,SQLi,Q Human health and social work activities,H,IT,N/A
3964,15/05/2019,Unknown,P Education,CC,US,N/A
3965,15/05/2019,Account Hijacking,Y Multiple Industries,CC,>1,N/A
3966,15/05/2019,SSL/TLS signature randomization,Y Multiple Industries,CC,>1,N/A
3967,15/05/2019,Targeted Attack,Y Multiple Industries,CE,>1,N/A
3968,15/05/2019,Unknown,J Information and communication,CC,US,N/A
3969,16/05/2019,Website Vulnerability,J Information and communication,CC,US,N/A
3970,16/05/2019,Plugin vulnerability,U Activities of extraterritorial organizations and bodies,CC,N/A,N/A
3971,16/05/2019,Fake Social Networks Accounts,X Individual,CW,>1,N/A
3972,16/05/2019,Unknown,U Activities of extraterritorial organizations and bodies,CC,SG,N/A
3973,16/05/2019,Account Hijacking,R Arts entertainment and recreation,CC,US,N/A
3974,17/05/2019,Targeted Attack,M Professional scientific and technical activities,CE,DE,N/A
3975,17/05/2019,Misconfiguration,Y Multiple Industries,CC,>1,N/A
3976,17/05/2019,Unknown,"O Public administration and defence, compulsory social security",CC,US,N/A
3977,17/05/2019,Account Hijacking,Q Human health and social work activities,CC,US,N/A
3978,18/05/2019,Account Hijacking,H Transportation and storage,CC,US,N/A
3979,19/05/2019,Account Hijacking,X Individual,CC,US,N/A
3980,20/05/2019,Malware,Q Human health and social work activities,CC,US,N/A
3981,20/05/2019,DDoS,J Information and communication,CC,MT,N/A
3982,20/05/2019,Targeted Attack,Y Multiple Industries,CE,>1,N/A
3983,20/05/2019,Malware,X Individual,CC,>1,N/A
3984,20/05/2019,Account Hijacking,X Individual,CC,US,N/A
3985,20/05/2019,Malware,P Education,CC,US,N/A
3986,20/05/2019,Malware,H Transportation and storage,CC,US,N/A
3987,20/05/2019,Malware,X Individual,CC,>1,N/A
3988,20/05/2019,SMS Spamming,R Arts entertainment and recreation,CC,RU,N/A
3989,21/05/2019,Malware,Y Multiple Industries,CC,>1,N/A
3990,21/05/2019,Vulnerabilities (CVE-2018-10561 and CVE-2018-10562),Y Multiple Industries,CC,>1,N/A
3991,21/05/2019,Account Hijacking,X Individual,CC,US,N/A
3992,21/05/2019,Malware,G Wholesale and retail trade,CC,US,N/A
3993,21/05/2019,SQLi,"O Public administration and defence, compulsory social security",H,IT,N/A
3994,21/05/2019,Targeted Attack,"O Public administration and defence, compulsory social security",CE,US,N/A
3995,21/05/2019,Malicious Script Injection,G Wholesale and retail trade,CC,>1,N/A
3996,21/05/2019,Unknown,"O Public administration and defence, compulsory social security",CC,UK,N/A
3997,22/05/2019,51% attack,V Fintech,CC,N/A,N/A
3998,22/05/2019,Malware,X Individual,CC,>1,N/A
3999,22/05/2019,Malware,X Individual,CC,>1,N/A
4000,22/05/2019,Malware,Y Multiple Industries,CC,>1,N/A
4001,22/05/2019,Account Hijacking,M Professional scientific and technical activities,CC,UK,N/A
4002,23/05/2019,Unknown,C Manufacturing,CC,US,N/A
4003,23/05/2019,Account Hijacking,X Individual,CC,>1,N/A
4004,23/05/2019,Malware,X Individual,CC,IT,N/A
4005,23/05/2019,.htaccess injection,Y Multiple Industries,CC,>1,N/A
4006,23/05/2019,Multiple Vulnerabilities,Y Multiple Industries,CC,>1,N/A
4007,24/05/2019,Unknown,M Professional scientific and technical activities,CC,AU,N/A
4008,24/05/2019,Misconfigured SQL Servers,Y Multiple Industries,CC,>1,N/A
4009,24/05/2019,Targeted Attack,Y Multiple Industries,CE,>1,N/A
4010,24/05/2019,Unknown,L Real estate activities,CC,NL,N/A
4011,25/05/2019,BlueKeep (CVE-2019-0708) vulnerability,Y Multiple Industries,CC,>1,N/A
4012,26/05/2019,Malware,X Individual,CC,>1,N/A
4013,27/05/2019,Malware,Y Multiple Industries,CC,>1,N/A
4014,28/05/2019,Targeted Attack,"O Public administration and defence, compulsory social security",CE,>1,N/A
4015,28/05/2019,Unknown,J Information and communication,CC,US,N/A
4016,28/05/2019,Account Hijacking,X Individual,CC,>1,N/A
4017,28/05/2019,Fake Social Networks Accounts,X Individual,CW,US,N/A
4018,28/05/2019,Account Hijacking,X Individual,CC,AU,N/A
4019,29/05/2019,Targeted Attack,Y Multiple Industries,CE,>1,N/A
4020,29/05/2019,Targeted Attack,"O Public administration and defence, compulsory social security",CE,>1,N/A
4021,29/05/2019,PoS Malware,I Accommodation and food service activities,CC,US,N/A
4022,29/05/2019,Brute-Force,Y Multiple Industries,CC,>1,N/A
4023,29/05/2019,Malware,Y Multiple Industries,CC,>1,N/A
4024,29/05/2019,Vulnerable WordPress Plugin,Y Multiple Industries,CC,>1,N/A
4025,29/05/2019,Malware,X Individual,CC,>1,N/A
4026,29/05/2019,Targeted Attack,Z Unknown,CE,IT,N/A
4027,29/05/2019,Malware,X Individual,CC,>1,N/A
4028,29/05/2019,CVE-2014-8361 Vulnerability,Y Multiple Industries,CC,ZA,N/A
4029,29/05/2019,Unknown,"O Public administration and defence, compulsory social security",CC,US,N/A
4030,30/05/2019,BGP Hijacking,S Other service activities,CC,TW,N/A
4031,30/05/2019,Misconfigured Docker Images,Y Multiple Industries,CC,>1,N/A
4032,30/05/2019,Malware,Z Unknown,CC,N/A,N/A
4033,30/05/2019,Account Hijacking,S Other service activities,CC,US,N/A
4034,31/05/2019,Malicious Script Injection,G Wholesale and retail trade,CC,UK,N/A
4035,31/05/2019,Malware,X Individual,CC,DE,N/A
4036,31/05/2019,Account Hijacking,X Individual,CC,>1,N/A
4037,31/05/2019,Targeted Attack,K Financial and insurance activities,CC,CL,N/A
4038,31/05/2019,Account Hijacking,"O Public administration and defence, compulsory social security",CC,US,N/A
4039,01/06/2019,Account Hijacking,"O Public administration and defence, compulsory social security",CC,US,N/A
4040,02/06/2019,Malware,M Professional scientific and technical activities,CC,BE,N/A
4041,02/06/2019,Account Hijacking,X Individual,CC,>1,N/A
4042,03/06/2019,Malicious Script Injection,N Administrative and support service activities,CC,US,N/A
4043,03/06/2019,Unknown,S Other service activities,CC,IR,N/A
4044,03/06/2019,Multiple Vulnerabilities,Y Multiple Industries,CC,>1,N/A
4045,03/06/2019,Malvertising,X Individual,CC,DE,N/A
4046,03/06/2019,Targeted Attack,Y Multiple Industries,CE,>1,N/A
4047,03/06/2019,Targeted Attack,Y Multiple Industries,CE,>1,N/A
4048,04/06/2019,Targeted Attack,P Education,CE,AU,N/A
4049,04/06/2019,Targeted Attack,Z Unknown,CC,N/A,N/A
4050,04/06/2019,Unknown,Q Human health and social work activities,CC,US,N/A
4051,05/06/2019,Targeted Attack,"O Public administration and defence, compulsory social security",CE,EU,N/A
4052,05/06/2019,Malware,Q Human health and social work activities,CC,US,N/A
4053,05/06/2019,Malware,V Fintech,CC,>1,N/A
4054,05/06/2019,Malware,X Individual,CC,CN,N/A
4055,05/06/2019,Malware,X Individual,CC,>1,N/A
4056,05/06/2019,Targeted Attack,"O Public administration and defence, compulsory social security",CE,>1,N/A
4057,05/06/2019,Account Hijacking,X Individual,CC,US,N/A
4058,05/06/2019,Targeted Attack,"O Public administration and defence, compulsory social security",CE,>1,N/A
4059,05/06/2019,Account Hijacking,Y Multiple Industries,CC,US,N/A
4060,06/06/2019,BGP Hijacking,J Information and communication,CE,>1,N/A
4061,06/06/2019,API Token Hijacking,V Fintech,CC,UK,N/A
4062,06/06/2019,Misconfigured RDP Servers,Y Multiple Industries,CC,>1,N/A
4063,06/06/2019,Brute-Force,Y Multiple Industries,CC,>1,N/A
4064,06/06/2019,Targeted Attack,Y Multiple Industries,CE,>1,N/A
4065,06/06/2019,Spam,X Individual,CC,>1,N/A
4066,06/06/2019,Malware,X Individual,CC,DE,N/A
4067,07/06/2019,Microsoft Office and WordPad CVE-2017-11882 vulnerability,Y Multiple Industries,CC,>1,N/A
4068,07/06/2019,Malvertising,X Individual,CC,US,N/A
4069,07/06/2019,Spam,X Individual,CC,KR,N/A
4070,08/06/2019,Spam,X Individual,CC,>1,N/A
4071,09/06/2019,Unknown,R Arts entertainment and recreation,CC,HK,N/A
4072,10/06/2019,Malicious Spam,K Financial and insurance activities,CC,UK,N/A
4073,10/06/2019,Targeted Attack,Y Multiple Industries,CE,>1,N/A
4074,10/06/2019,Targeted Attack,I Accommodation and food service activities,CC,N/A,N/A
4075,10/06/2019,CVE-2019-2725 Vulnerability,Y Multiple Industries,CC,>1,N/A
4076,10/06/2019,Malware,"O Public administration and defence, compulsory social security",CC,US,N/A
4077,10/06/2019,Multiple attack vectors (account Hijacking and malware),X Individual,CC,>1,N/A
4078,10/06/2019,Account Hijacking,X Individual,H,IN,N/A
4079,10/06/2019,Account Hijacking,Q Human health and social work activities,CC,CA,N/A
4080,10/06/2019,Account Hijacking,P Education,CC,US,N/A
4081,11/06/2019,Unknown,R Arts entertainment and recreation,CC,UK,N/A
4082,11/06/2019,Malware,C Manufacturing,CC,BE,N/A
4083,11/06/2019,Malware,"O Public administration and defence, compulsory social security",CC,US,N/A
4084,11/06/2019,Unknown,"O Public administration and defence, compulsory social security",CC,US,N/A
4085,12/06/2019,DDoS,J Information and communication,CW,US,N/A
4086,12/06/2019,PRODSECBUG-2198 Vulnerability,Y Multiple Industries,CC,>1,N/A
4087,12/06/2019,Malware,"O Public administration and defence, compulsory social security",CC,US,N/A
4088,13/06/2019,Unknown,M Professional scientific and technical activities,CC,AU,N/A
4089,13/06/2019,Malware,Y Multiple Industries,CC,>1,N/A
4090,13/06/2019,Exim mail server vulnerability (CVE-2019-10149),Y Multiple Industries,CC,>1,N/A
4091,13/06/2019,Account Hijacking,"O Public administration and defence, compulsory social security",CC,CA,N/A
4092,13/06/2019,Malware,Y Multiple Industries,CC,>1,N/A
4093,13/06/2019,Malware,Q Human health and social work activities,CC,US,N/A
4094,13/06/2019,Malware,Q Human health and social work activities,CC,US,N/A
4095,14/06/2019,Malware,Y Multiple Industries,CC,>1,N/A
4096,14/06/2019,Account Hijacking,P Education,CC,US,N/A
4097,14/06/2019,Account Hijacking,P Education,CC,US,N/A
4098,14/06/2019,Malware,X Individual,CC,>1,N/A
4099,14/06/2019,Account Hijacking,K Financial and insurance activities,CC,>1,N/A
4100,14/06/2019,Misconfigured Docker Services,Y Multiple Industries,CC,>1,N/A
4101,14/06/2019,Malware,Q Human health and social work activities,CC,US,N/A
4102,14/06/2019,Malware,Q Human health and social work activities,CC,US,N/A
4103,15/06/2019,Targeted Attack,D Electricity gas steam and air conditioning supply,CW,RU,N/A
4104,15/06/2019,Exim mail server vulnerability (CVE-2019-10149),Y Multiple Industries,CC,>1,N/A
4105,15/06/2019,Account Hijacking,P Education,CC,US,N/A
4106,15/06/2019,Account Hijacking,X Individual,CC,US,N/A
4107,17/06/2019,Unknown,"O Public administration and defence, compulsory social security",CE,IR,N/A
4108,17/06/2019,Malware,H Transportation and storage,CC,US,N/A
4109,17/06/2019,Account Hijacking,P Education,CC,AU,N/A
4110,18/06/2019,Unauthorized Raspberry Pi,"O Public administration and defence, compulsory social security",CC,US,N/A
4111,18/06/2019,Targeted Attack,Y Multiple Industries,CE,>1,N/A
4112,18/06/2019,Malware,X Individual,CC,TR,N/A
4113,18/06/2019,Unknown,I Accommodation and food service activities,CC,US,N/A
4114,18/06/2019,Malware,Y Multiple Industries,CC,>1,N/A
4115,18/06/2019,Malware,X Individual,CC,US,N/A
4116,18/06/2019,Malware,M Professional scientific and technical activities,CC,US,N/A
4117,18/06/2019,Malicious Browser Extension,X Individual,CC,>1,N/A
4118,19/06/2019,Account Hijacking,M Professional scientific and technical activities,CC,US,N/A
4119,19/06/2019,Malware,X Individual,CC,RU,N/A
4120,19/06/2019,Malware,Y Multiple Industries,CC,>1,N/A
4121,19/06/2019,Targeted Attack,V Fintech,CC,>1,N/A
4122,19/06/2019,CVE-2019-2729 Vulnerability,Y Multiple Industries,CC,>1,N/A
4123,19/06/2019,Unknown,P Education,CC,AU,N/A
