ID,Date,Attack,Target Class,Attack Class,Alpha 2,Initial Access,Event,WCCI Rank,Country,WCI Score
2348,28/03/2018,Account Hijacking,R Arts entertainment and recreation,CC,IT,,,35.0,Italy,0.8
2349,28/03/2018,Account Hijacking,K Financial and insurance activities,CC,IN,,,10.0,India,6.13
2350,29/03/2018,Unknown,C Manufacturing,CC,US,,P,4.0,United States,25.01
2351,29/03/2018,Unknown,K Financial and insurance activities,CC,MY,,P,26.0,Malaysia,1.33
2353,30/03/2018,Account Hijacking,Q Human health and social work activities,CC,US,,H,4.0,United States,25.01
2354,01/04/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2355,01/04/2018,Unknown,G Wholesale and retail trade,CC,CA,,,25.0,Canada,1.34
2356,02/04/2018,Unknown,D Electricity gas steam and air conditioning supply,CC,US,,,4.0,United States,25.01
2360,03/04/2018,Account Hijacking,X Individual,CC,US,,,4.0,United States,25.01
2361,03/04/2018,Defacement,Y Multiple Industries,H,IL,,,16.0,Israel,2.51
2366,04/04/2018,Vulnerability in the Facebook search tool,X Individual,CC,US,,,4.0,United States,25.01
2367,04/04/2018,Unknown,"O Public administration and defence, compulsory social security",CC,JP,,,93.0,Japan,0.11
2368,04/04/2018,Account Hijacking,P Education,CC,US,,,4.0,United States,25.01
2370,05/04/2018,Unknown,J Information and communication,CC,US,,,4.0,United States,25.01
2374,06/04/2018,Defacement,"O Public administration and defence, compulsory social security",CC,IN,,,10.0,India,6.13
2375,08/04/2018,Account Hijacking,X Individual,CC,US,,,4.0,United States,25.01
2378,09/04/2018,PoS Malware,I Accommodation and food service activities,CC,DE,,,18.0,Germany,2.17
2382,10/04/2018,Defacement,R Arts entertainment and recreation,H,US,,M,4.0,United States,25.01
2384,10/04/2018,Account Hijacking,P Education,CC,US,,M,4.0,United States,25.01
2389,12/04/2018,DDoS,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
2391,13/04/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2394,13/04/2018,Account Hijacking,C Manufacturing,CC,US,,,4.0,United States,25.01
2395,13/04/2018,Malware,I Accommodation and food service activities,CC,US,,,4.0,United States,25.01
2396,14/04/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2397,15/04/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2401,16/04/2018,Unknown,N Administrative and support service activities,CC,US,,,4.0,United States,25.01
2406,16/04/2018,Unknown,P Education,CC,US,,,4.0,United States,25.01
2413,18/04/2018,Malware,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2414,18/04/2018,Account Hijacking,X Individual,CC,US,,,4.0,United States,25.01
2415,18/04/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2417,18/04/2018,Unknown,P Education,CC,US,,,4.0,United States,25.01
2418,19/04/2018,Defacement,"O Public administration and defence, compulsory social security",CC,IN,,,10.0,India,6.13
2420,19/04/2018,Malware,X Individual,CC,BR,,,9.0,Brazil,8.93
2424,21/04/2018,Unknown,"O Public administration and defence, compulsory social security",CC,CA,,,25.0,Canada,1.34
2425,22/04/2018,Defacement,J Information and communication,H,IT,,,35.0,Italy,0.8
2427,23/04/2018,Malware,"O Public administration and defence, compulsory social security",CC,CA,,,25.0,Canada,1.34
2429,23/04/2018,Unknown,H Transportation and storage,CC,AE,,,24.0,United Arab Emirates,1.55
2430,23/04/2018,Targeted Attack,"O Public administration and defence, compulsory social security",CE,JP,,,93.0,Japan,0.11
2431,23/04/2018,Defacement,H Transportation and storage,CC,TH,,,32.0,Thailand,1.0
2432,24/04/2018,DNS Hijacking,V Fintech,CC,US,,,4.0,United States,25.01
2433,24/04/2018,Malware,"O Public administration and defence, compulsory social security",CC,UA,,,2.0,Ukraine,36.44
2435,24/04/2018,Malware,Y Multiple Industries,CC,BR,,,9.0,Brazil,8.93
2436,24/04/2018,DDoS,R Arts entertainment and recreation,CC,US,,,4.0,United States,25.01
2442,26/04/2018,Targeted Attack,"O Public administration and defence, compulsory social security",CW,IN,,,10.0,India,6.13
2443,26/04/2018,Malware,Y Multiple Industries,CW,PK,,,44.0,Pakistan,0.51
2444,26/04/2018,Account Hijacking,X Individual,CC,US,,,4.0,United States,25.01
2445,27/04/2018,Unknown,K Financial and insurance activities,CC,MX,,,33.0,Mexico,0.98
2446,27/04/2018,PoS Malware,I Accommodation and food service activities,CC,US,,,4.0,United States,25.01
2447,27/04/2018,Unknown,H Transportation and storage,CC,US,,,4.0,United States,25.01
2448,27/04/2018,Malware,P Education,CC,US,,,4.0,United States,25.01
2449,27/04/2018,Defacement,"O Public administration and defence, compulsory social security",H,IT,,,35.0,Italy,0.8
2450,27/04/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2451,27/04/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2453,01/05/2018,Malware,R Arts entertainment and recreation,CC,US,,,4.0,United States,25.01
2456,01/05/2018,Defacement,Y Multiple Industries,H,US,,,4.0,United States,25.01
2457,01/05/2018,DDoS,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
2458,01/05/2018,Malware,P Education,CC,US,,,4.0,United States,25.01
2461,02/05/2018,Account Hijacking,P Education,CC,US,,,4.0,United States,25.01
2462,02/05/2018,Defacement,"O Public administration and defence, compulsory social security",CW,GR,,,74.0,Greece,0.19
2467,03/05/2018,Malware,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2468,03/05/2018,DDoS,J Information and communication,CW,TR,,,28.0,Turkey,1.22
2469,03/05/2018,?,G Wholesale and retail trade,CC,CN,,,3.0,China,27.86
2470,03/05/2018,Unknown,R Arts entertainment and recreation,CC,US,,,4.0,United States,25.01
2472,04/05/2018,Defacement,J Information and communication,H,US,,,4.0,United States,25.01
2473,04/05/2018,Malware,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
2474,04/05/2018,Unknown,P Education,CC,US,,,4.0,United States,25.01
2475,04/05/2018,Unknown,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
2476,04/05/2018,Account Hijacking,P Education,CC,US,,,4.0,United States,25.01
2477,04/05/2018,Unknown,K Financial and insurance activities,CC,BR,,,9.0,Brazil,8.93
2479,05/05/2018,Unknown,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
2480,06/05/2018,Unknown,Y Multiple Industries,CC,JP,,,93.0,Japan,0.11
2483,07/05/2018,Malware,P Education,CC,US,,H,4.0,United States,25.01
2484,07/05/2018,Defacement,C Manufacturing,CW,GR,,H,74.0,Greece,0.19
2488,08/05/2018,PoS Malware,"O Public administration and defence, compulsory social security",CC,US,,M,4.0,United States,25.01
2489,09/05/2018,Malware,K Financial and insurance activities,CC,US,,,4.0,United States,25.01
2491,09/05/2018,Unknown,I Accommodation and food service activities,CC,JP,,,93.0,Japan,0.11
2492,09/05/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2493,10/05/2018,Defacement,"O Public administration and defence, compulsory social security",H,RU,,,1.0,Russia,58.39
2496,10/05/2018,Malware,"O Public administration and defence, compulsory social security",CC,CA,,,25.0,Canada,1.34
2497,10/05/2018,Unknown,I Accommodation and food service activities,CC,US,,,4.0,United States,25.01
2498,10/05/2018,Account Hijacking,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
2500,11/05/2018,PoS Malware,I Accommodation and food service activities,CC,US,,,4.0,United States,25.01
2503,11/05/2018,Unknown,P Education,CC,US,,,4.0,United States,25.01
2506,12/05/2018,Account Hijacking,N Administrative and support service activities,CC,US,,,4.0,United States,25.01
2507,12/05/2018,Account Hijacking,K Financial and insurance activities,CC,MX,,,33.0,Mexico,0.98
2508,14/05/2018,Malware,X Individual,CC,TR,,,28.0,Turkey,1.22
2509,14/05/2018,Malware,Q Human health and social work activities,CC,AU,,,34.0,Australia,0.95
2512,16/05/2018,Unknown,X Individual,CC,US,,,4.0,United States,25.01
2515,16/05/2018,Unknown,"O Public administration and defence, compulsory social security",CC,IR,,,11.0,Iran,4.78
2516,16/05/2018,Malware,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2518,16/05/2018,Malware,X Individual,CC,RU,,,1.0,Russia,58.39
2520,17/05/2018,Malware,R Arts entertainment and recreation,CC,US,,,4.0,United States,25.01
2521,17/05/2018,Unknown,N Administrative and support service activities,CC,US,,,4.0,United States,25.01
2524,17/05/2018,Unknown,S Other service activities,CC,US,,,4.0,United States,25.01
2525,18/05/2018,Targeted Attack,X Individual,CE,KR,,,36.0,South Korea,0.79
2527,18/05/2018,Account Hijacking,P Education,CC,US,,,4.0,United States,25.01
2528,18/05/2018,Unknown,R Arts entertainment and recreation,CC,US,,,4.0,United States,25.01
2532,19/05/2018,Unknown vulnerability,P Education,CC,US,,,4.0,United States,25.01
2533,20/05/2018,Unknown,Y Multiple Industries,CC,JP,,,93.0,Japan,0.11
2534,22/05/2018,51% attack,V Fintech,CC,JP,,,93.0,Japan,0.11
2536,23/05/2018,Unknown,P Education,CC,US,,,4.0,United States,25.01
2539,24/05/2018,Defacement,H Transportation and storage,H,IR,,,11.0,Iran,4.78
2540,24/05/2018,Malware,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2541,25/05/2018,Account Hijacking,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
2542,25/05/2018,Unknown,K Financial and insurance activities,CC,US,,,4.0,United States,25.01
2543,25/05/2018,Unknown,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2544,26/05/2018,Targeted Attack,"O Public administration and defence, compulsory social security",CE,AF,,,56.0,Afghanistan,0.35
2545,26/05/2018,Brute-Force,C Manufacturing,CC,US,,,4.0,United States,25.01
2546,27/05/2018,Account Hijacking,R Arts entertainment and recreation,CC,ZA,,,14.0,South Africa,2.58
2547,28/05/2018,Unknown,K Financial and insurance activities,CC,CA,,H,25.0,Canada,1.34
2548,28/05/2018,Unknown,K Financial and insurance activities,CC,CA,,H,25.0,Canada,1.34
2549,28/05/2018,Account Hijacking,V Fintech,CC,EE,,H,23.0,Estonia,1.59
2550,28/05/2018,Targeted Attack,K Financial and insurance activities,CC,US,,H,4.0,United States,25.01
2552,29/05/2018,Targeted Attack,Y Multiple Industries,CE,US,,,4.0,United States,25.01
2553,29/05/2018,Malware,K Financial and insurance activities,CC,BR,,,9.0,Brazil,8.93
2555,30/05/2018,Undisclosed vulnerability,R Arts entertainment and recreation,CC,US,,,4.0,United States,25.01
2556,30/05/2018,Malware,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2557,31/05/2018,Targeted Attack,X Individual,CE,KR,,P,36.0,South Korea,0.79
2558,31/05/2018,Targeted Attack,"O Public administration and defence, compulsory social security",CE,KR,,P,36.0,South Korea,0.79
2559,31/05/2018,Account Hijacking,P Education,CC,US,,P,4.0,United States,25.01
2560,01/06/2018,Account Hijacking,I Accommodation and food service activities,CC,US,,,4.0,United States,25.01
2561,01/06/2018,Malware,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
2562,02/06/2018,Account Hijacking,X Individual,CC,AU,,,34.0,Australia,0.95
2563,02/06/2018,Unknown,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2564,02/06/2018,Account Hijacking,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
2565,03/06/2018,51% attack,V Fintech,CC,US,,,4.0,United States,25.01
2567,04/06/2018,Unknown,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2568,04/06/2018,Account Hijacking,X Individual,CC,US,,,4.0,United States,25.01
2569,04/06/2018,Unknown,I Accommodation and food service activities,CC,JP,,,93.0,Japan,0.11
2570,05/06/2018,Account Hijacking,V Fintech,CC,JP,,,93.0,Japan,0.11
2572,06/06/2018,Malware,S Other service activities,CC,AU,,M,34.0,Australia,0.95
2576,06/06/2018,Malware,K Financial and insurance activities,CC,BR,,M,9.0,Brazil,8.93
2580,07/06/2018,Vulnerability (CVE-2017-11882),N Administrative and support service activities,CC,RU,,,1.0,Russia,58.39
2581,07/06/2018,Malware,X Individual,CC,US,,,4.0,United States,25.01
2582,07/06/2018,Malware,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2583,08/06/2018,Targeted Attack,"O Public administration and defence, compulsory social security",CE,US,,,4.0,United States,25.01
2584,08/06/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2585,08/06/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2587,08/06/2018,Malware,Y Multiple Industries,CC,IT,,,35.0,Italy,0.8
2588,11/06/2018,Fraudulent SWIFT Transactions,K Financial and insurance activities,CC,CL,,,54.0,Chile,0.38
2589,11/06/2018,Unknown,V Fintech,CC,KR,,,36.0,South Korea,0.79
2590,11/06/2018,Targeted Attack,"O Public administration and defence, compulsory social security",CE,KR,,,36.0,South Korea,0.79
2592,12/06/2018,Targeted Attack,M Professional scientific and technical activities,CE,US,,,4.0,United States,25.01
2593,12/06/2018,DDoS,S Other service activities,CC,MX,,,33.0,Mexico,0.98
2596,12/06/2018,Account Hijacking,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
2600,13/06/2018,Malware,V Fintech,CC,CA,,,25.0,Canada,1.34
2602,13/06/2018,Unknown,R Arts entertainment and recreation,CC,CN,,,3.0,China,27.86
2603,13/06/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2604,14/06/2018,Targeted Attack,Y Multiple Industries,CE,US,,,4.0,United States,25.01
2605,14/06/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2608,14/06/2018,Malware,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2611,16/06/2018,Unknown,K Financial and insurance activities,CC,ZA,,,14.0,South Africa,2.58
2612,17/06/2018,Malware,X Individual,CC,US,,,4.0,United States,25.01
2613,18/06/2018,Unknown,Q Human health and social work activities,CC,CA,,,25.0,Canada,1.34
2614,18/06/2018,Unknown,S Other service activities,CC,SE,,,71.0,Sweden,0.21
2616,19/06/2018,Malware,X Individual,CC,US,,,4.0,United States,25.01
2617,19/06/2018,Unknown,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2621,20/06/2018,Unknown,V Fintech,CC,KR,,,36.0,South Korea,0.79
2624,20/06/2018,Unknown,"O Public administration and defence, compulsory social security",H,US,,,4.0,United States,25.01
2628,21/06/2018,Credential Stuffing,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2629,22/06/2018,Account Hijacking,X Individual,CC,IN,,,10.0,India,6.13
2630,22/06/2018,Remote access,I Accommodation and food service activities,CC,US,,,4.0,United States,25.01
2633,22/06/2018,Targeted Attack,"O Public administration and defence, compulsory social security",CE,KR,,,36.0,South Korea,0.79
2634,22/06/2018,Account Hijacking,P Education,CC,US,,,4.0,United States,25.01
2635,24/06/2018,Vulnerability,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
2636,26/06/2018,Vulnerability on Web App,J Information and communication,CC,FR,,,29.0,France,1.17
2639,27/06/2018,Unknown,R Arts entertainment and recreation,CC,US,,,4.0,United States,25.01
2640,27/06/2018,SEO Spam,I Accommodation and food service activities,CC,US,,,4.0,United States,25.01
2641,27/06/2018,DDoS,J Information and communication,CC,CH,,,41.0,Switzerland,0.55
2642,27/06/2018,Account Hijacking,P Education,CC,US,,,4.0,United States,25.01
2644,27/06/2018,Unknown,M Professional scientific and technical activities,CC,AU,,,34.0,Australia,0.95
2645,28/06/2018,Unknown,G Wholesale and retail trade,CC,US,,,4.0,United States,25.01
2646,28/06/2018,Defacement,S Other service activities,H,IN,,,10.0,India,6.13
2647,28/06/2018,Account Hijacking/Malware,S Other service activities,CC,US,,,4.0,United States,25.01
2650,28/06/2018,Vulnerability,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
2651,28/06/2018,Malware,P Education,CC,US,,,4.0,United States,25.01
2653,29/06/2018,Unknown,S Other service activities,CC,ES,,P,66.0,Spain,0.27
2654,29/06/2018,Unknown,P Education,CC,CA,,P,25.0,Canada,1.34
2656,29/06/2018,Account Hijacking,Q Human health and social work activities,CC,US,,P,4.0,United States,25.01
2659,30/06/2018,Account Hijacking,P Education,CC,US,,,4.0,United States,25.01
2660,01/07/2018,BGP Poisoning or DNS Hijacking,V Fintech,CC,CZ,,,40.0,Czech Republic,0.59
2665,03/07/2018,Account Hijacking,"O Public administration and defence, compulsory social security",CE,IL,,,16.0,Israel,2.51
2666,03/07/2018,Variant of the dirty cow vulnerability,J Information and communication,CC,DE,,,18.0,Germany,2.17
2671,05/07/2018,Unknown,I Accommodation and food service activities,CC,IN,,,10.0,India,6.13
2672,05/07/2018,Unknown,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2673,06/07/2018,Targeted Attack,P Education,CE,AU,,,34.0,Australia,0.95
2675,06/07/2018,PoS Malware,I Accommodation and food service activities,CC,US,,,4.0,United States,25.01
2677,06/07/2018,Account Hijacking,P Education,CC,US,,,4.0,United States,25.01
2678,07/07/2018,DDoS,R Arts entertainment and recreation,CC,US,,,4.0,United States,25.01
2679,08/07/2018,Account Hijacking,J Information and communication,CC,US,,,4.0,United States,25.01
2681,09/07/2018,Account Hijacking,V Fintech,CC,CH,,,41.0,Switzerland,0.55
2682,09/07/2018,Remote Device?,H Transportation and storage,CC,US,,,4.0,United States,25.01
2683,09/07/2018,Account Hijacking,G Wholesale and retail trade,CC,US,,,4.0,United States,25.01
2685,09/07/2018,Malicious Script Injection,N Administrative and support service activities,CC,ES,,,66.0,Spain,0.27
2687,10/07/2018,Targeted Attack,"O Public administration and defence, compulsory social security",CE,KH,,,51.0,Cambodia,0.42
2688,10/07/2018,Vulnerability in Netgear Routers,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
2689,10/07/2018,Malware,X Individual,CC,TR,,,28.0,Turkey,1.22
2690,10/07/2018,Unknown,P Education,CC,US,,,4.0,United States,25.01
2691,10/07/2018,Malware,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2693,11/07/2018,Malware,D Electricity gas steam and air conditioning supply,CW,UA,,,2.0,Ukraine,36.44
2694,11/07/2018,Malware,J Information and communication,CC,US,,,4.0,United States,25.01
2695,11/07/2018,Account Hijacking,H Transportation and storage,CC,US,,,4.0,United States,25.01
2696,11/07/2018,Unknown,N Administrative and support service activities,CC,AU,,,34.0,Australia,0.95
2698,12/07/2018,Malicious MDM,X Individual,CC,IN,,,10.0,India,6.13
2699,12/07/2018,Targeted Attack,N Administrative and support service activities,CE,IT,,,35.0,Italy,0.8
2701,12/07/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2702,12/07/2018,SIM Hijacking,X Individual,CC,US,,,4.0,United States,25.01
2703,13/07/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2704,13/07/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2705,13/07/2018,Unknown,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
2706,14/07/2018,Unknown,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2707,14/07/2018,SQLi,Q Human health and social work activities,H,IT,,,35.0,Italy,0.8
2708,15/07/2018,Malware,X Individual,CC,PH,,,27.0,Philippines,1.24
2709,15/07/2018,Targeted Attack,"O Public administration and defence, compulsory social security",CE,IT,,,35.0,Italy,0.8
2710,15/07/2018,Malware,Q Human health and social work activities,CC,IN,,,10.0,India,6.13
2712,16/07/2018,Unknown,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2713,16/07/2018,Targeted Attack,"O Public administration and defence, compulsory social security",CE,KR,,,36.0,South Korea,0.79
2714,16/07/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2715,16/07/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2716,16/07/2018,Vulnerability,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
2718,16/07/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2719,17/07/2018,Targeted Attack,"O Public administration and defence, compulsory social security",CE,UA,,,2.0,Ukraine,36.44
2722,17/07/2018,DDoS,R Arts entertainment and recreation,CC,FR,,,29.0,France,1.17
2725,19/07/2018,Unknown,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
2728,19/07/2018,Malicious code injection,R Arts entertainment and recreation,CC,US,,,4.0,United States,25.01
2732,20/07/2018,Malware,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2733,20/07/2018,Targeted Attack,"O Public administration and defence, compulsory social security",CE,US,,,4.0,United States,25.01
2734,20/07/2018,Unpatched router,K Financial and insurance activities,CC,RU,,,1.0,Russia,58.39
2736,20/07/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2739,20/07/2018,Targeted Attack,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2740,20/07/2018,Account Hijacking,P Education,CC,US,,,4.0,United States,25.01
2741,20/07/2018,Unknown,Q Human health and social work activities,CC,AU,,,34.0,Australia,0.95
2742,20/07/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2743,23/07/2018,Targeted Attack,D Electricity gas steam and air conditioning supply,CW,US,,,4.0,United States,25.01
2745,23/07/2018,Targeted Attack,Y Multiple Industries,CE,SY,,,94.0,Syria,0.09
2746,23/07/2018,Unknown,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
2747,24/07/2018,Account Hijacking,K Financial and insurance activities,CC,US,,,4.0,United States,25.01
2752,24/07/2018,Account Hijacking,R Arts entertainment and recreation,CC,US,,,4.0,United States,25.01
2753,25/07/2018,Malware,H Transportation and storage,CC,CN,,,3.0,China,27.86
2757,25/07/2018,SAP and Oracle vulnerabilities,Y Multiple Industries,CC,US,,,4.0,United States,25.01
2759,25/07/2018,Unknown,K Financial and insurance activities,CC,TH,,,32.0,Thailand,1.0
2760,25/07/2018,Malware,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
2761,25/07/2018,Unknown,K Financial and insurance activities,CC,CL,,,54.0,Chile,0.38
2762,26/07/2018,Targeted Attack,"O Public administration and defence, compulsory social security",CE,US,,,4.0,United States,25.01
2763,26/07/2018,Platform Vulnerability,V Fintech,CC,RU,,,1.0,Russia,58.39
2764,26/07/2018,Unknown,P Education,CC,US,,,4.0,United States,25.01
2765,26/07/2018,Malware,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2767,26/07/2018,Targeted Attack,X Individual,CE,UA,,,2.0,Ukraine,36.44
2770,26/07/2018,Tablet Vulnerability,S Other service activities,CC,US,,,4.0,United States,25.01
2771,27/07/2018,Malware,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
2774,27/07/2018,Account Hijacking,P Education,CC,US,,,4.0,United States,25.01
2775,27/07/2018,Defacement,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2776,28/07/2018,Account Hijacking,X Individual,CC,IN,,,10.0,India,6.13
2777,28/07/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2778,28/07/2018,Unknown,K Financial and insurance activities,CC,CL,,,54.0,Chile,0.38
2779,30/07/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2781,30/07/2018,Targeted Attack,M Professional scientific and technical activities,CW,CH,,,41.0,Switzerland,0.55
2788,31/07/2018,Malware,"O Public administration and defence, compulsory social security",CC,US,,P,4.0,United States,25.01
2789,31/07/2018,Malware,"O Public administration and defence, compulsory social security",CC,US,,P,4.0,United States,25.01
2791,31/07/2018,Unknown,G Wholesale and retail trade,CC,US,,P,4.0,United States,25.01
2792,01/08/2018,Account Hijacking,J Information and communication,CC,US,,,4.0,United States,25.01
2795,01/08/2018,Unknown,S Other service activities,CC,US,,,4.0,United States,25.01
2799,02/08/2018,SQLi,C Manufacturing,CC,IL,,,16.0,Israel,2.51
2800,03/08/2018,Malware,C Manufacturing,CC,TH,,,32.0,Thailand,1.0
2801,03/08/2018,Unknown,M Professional scientific and technical activities,CC,FR,,,29.0,France,1.17
2802,03/08/2018,DNS hijacking,K Financial and insurance activities,CC,US,,,4.0,United States,25.01
2804,04/08/2018,Vulnerability in Monero Code,V Fintech,CC,US,,,4.0,United States,25.01
2806,07/08/2018,Malware,R Arts entertainment and recreation,CC,US,,,4.0,United States,25.01
2808,08/08/2018,Linkedin Bot,"O Public administration and defence, compulsory social security",CE,US,,,4.0,United States,25.01
2810,09/08/2018,Targeted Attack,Y Multiple Industries,CE,US,,,4.0,United States,25.01
2811,09/08/2018,Account Hijacking,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
2813,10/08/2018,DNS hjiacking,K Financial and insurance activities,CC,BR,,,9.0,Brazil,8.93
2814,10/08/2018,Unknown,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
2815,11/08/2018,Malware,K Financial and insurance activities,CC,IN,,,10.0,India,6.13
2819,15/08/2018,SIM Swapping,X Individual,CC,US,,,4.0,United States,25.01
2821,15/08/2018,Targeted Attack,"O Public administration and defence, compulsory social security",CE,US,,,4.0,United States,25.01
2822,16/08/2018,Account Hijacking,Y Multiple Industries,CE,US,,,4.0,United States,25.01
2823,16/08/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2825,17/08/2018,Malware,P Education,CC,US,,,4.0,United States,25.01
2828,17/08/2018,Account Hijacking,P Education,CC,US,,,4.0,United States,25.01
2829,18/08/2018,Targeted Attack,"O Public administration and defence, compulsory social security",CE,US,,,4.0,United States,25.01
2830,18/08/2018,Malware,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
2831,20/08/2018,Account Hijacking,Q Human health and social work activities,CC,US,,,4.0,United States,25.01
2834,20/08/2018,Malware,X Individual,CC,KR,,,36.0,South Korea,0.79
2835,20/08/2018,Unknown,J Information and communication,CC,US,,,4.0,United States,25.01
2836,21/08/2018,Account Hijacking,"O Public administration and defence, compulsory social security",CE,US,,,4.0,United States,25.01
2838,21/08/2018,Targeted Attack,Y Multiple Industries,CE,KR,,,36.0,South Korea,0.79
2840,21/08/2018,Malware,X Individual,CC,MX,,,33.0,Mexico,0.98
2842,22/08/2018,PoS Malware,I Accommodation and food service activities,CC,US,,,4.0,United States,25.01
2844,22/08/2018,Malware,K Financial and insurance activities,CC,ES,,,66.0,Spain,0.27
2846,23/08/2018,Illegitimate API Access,J Information and communication,CC,DE,,,18.0,Germany,2.17
2852,24/08/2018,Malware,C Manufacturing,CC,FR,,,29.0,France,1.17
2853,24/08/2018,Malware,"O Public administration and defence, compulsory social security",CC,US,,,4.0,United States,25.01
2854,26/08/2018,DDoS,K Financial and insurance activities,H,ES,,,66.0,Spain,0.27
2855,27/08/2018,Unknown,V Fintech,CC,BR,,,9.0,Brazil,8.93
2856,28/08/2018,Unknown,R Arts entertainment and recreation,CC,CN,,,3.0,China,27.86
2857,28/08/2018,App Vulnerability,M Professional scientific and technical activities,CC,US,,,4.0,United States,25.01
2860,29/08/2018,Unknown,H Transportation and storage,CC,CA,,,25.0,Canada,1.34
2863,29/08/2018,Account Hijacking,P Education,CC,US,,,4.0,United States,25.01
2864,29/08/2018,Account Hijacking,P Education,CC,US,,,4.0,United States,25.01
2865,29/08/2018,Malware,"O Public administration and defence, compulsory social security",CC,CA,,,25.0,Canada,1.34
2866,29/08/2018,Malware,P Education,CC,US,,,4.0,United States,25.01
2867,29/08/2018,Targeted Attack,"O Public administration and defence, compulsory social security",CE,VN,,,22.0,Vietnam,1.59
